,negative,neutral,positive,helpfulness,burst,count
AHSOOQWJHLAZM,0.6,0.2,0.2,1,0,5
A1MH4EX0ZHTBNG,0,0.2857142857,0.7142857143,2.75,6,7
A1Q8QWVMOMI9G3,0,0.2,0.8,0.65625,0.25,5
A34EDY881TWT99,0,0,1,3.6666666667,0.5,6
A1EQZ5H00MUJ10,0.1666666667,0.1666666667,0.6666666667,2,1,6
AG16PRCYMVTOA,0.1666666667,0,0.8333333333,1,1,6
A3LIVI9S6ZOFVU,0,0.3333333333,0.6666666667,0.7647058824,0.2,6
A1KMK51P5DQK5J,0.2,0.4,0.4,0,1.5,5
A1WK0DH0W21F3G,0.1,0.2,0.7,0,1,10
ABJVOIY7LLOR3,0.2,0,0.8,0,0.25,5
A2FNBD43DEZPM3,0.2,0,0.8,3,0,5
A1QNN1HXCD6XSZ,0,0,1,0,2,6
ANZ3GVYW66TBS,0.4285714286,0.2857142857,0.2857142857,4.3,0,7
APFDM4RTT2E0B,0.1428571429,0,0.8571428571,2,2.5,7
AOAOARIH72UWI,0.3,0.2,0.5,2.7083333333,0.1111111111,10
A3S0TY3548XQ1N,0.2,0,0.8,1,0.6666666667,5
A2QGKCP2CWBXGR,0.375,0.25,0.375,0,1,8
A2IWO9V4RE2ZM3,0,0,1,0,2.5,7
A2PPAI9UI4KSGV,0.4,0,0.6,1,1.5,5
A204T94J7KDGTL,0,0,1,0,1.5,5
A2L6QS8SVHT9RG,0,0.3333333333,0.6666666667,0.5,0,9
A1S23OIVOLZ1HS,0.125,0.125,0.75,2,0.6,8
A2L4WAZDE4SIR7,0.2,0,0.8,0.8444444444,0.25,5
A39757EWZ0L9UJ,0,0,1,1,0,6
AUFL2MSBP9S1E,0,0,1,0,4,5
A1GOIK46RKWFAH,0,0,1,1.5,1.5,5
A3T7BTQBVRJDOH,0.1666666667,0.1666666667,0.6666666667,2.5,0.2,6
A3S4V88BAP7CFL,0.125,0,0.875,3.25,1,8
A3C3DJ9ZEXRT58,0,0,1,1,9,10
A28TCUOTKTP8ID,0,0.1666666667,0.8333333333,0.6666666667,0.5,6
APUOKEMHHVOHG,0.2,0,0.8,0.5,0,5
AMWL7XIWIPXEZ,0,0.1666666667,0.8333333333,3.2056277056,0.2,6
A2Z67HW6W6G5KZ,0.6,0,0.4,1,0,5
A3D7YSUWYQW9MK,0,0,1,2,0.4285714286,10
AM8Y95ZYGOIBT,0,0.4,0.6,0,0.6666666667,5
A25RTRAPQAJBDJ,0.1428571429,0,0.8571428571,0.6666666667,0.1666666667,7
A1X61CAN9NAGRD,0.2,0,0.8,0.5,1.5,5
A2UISZV5CTD805,0,0,1,0,0.75,7
ALMIAEBIQQMT2,0.1666666667,0,0.8333333333,1,2,6
A3D7HRC3VJ3FN5,0,0,1,1.75,1,6
A2SFL3B69JZCVT,0,0.2,0.8,1.4464285714,0.25,5
A13PC0OPDE91IY,0.2,0.4,0.4,0,4,5
A2E50O4GW1E8GR,0,0,1,2,0,6
A32S9NE3743IUR,0.1428571429,0.1428571429,0.7142857143,1.1111111111,0.75,7
AUVOMF6CMI4O6,0.0625,0.0625,0.875,5.1428571429,1.6666666667,16
A3IZDVIS87YT60,0.25,0.25,0.5,2,0,8
A1D2GOXZ3K5W3I,0,0.1428571429,0.8571428571,0,0.75,7
A1UL91R1N3CTNB,0.2,0.2,0.6,1,0,5
A2GS31OBG07DQ5,0.5,0,0.5,0,2,6
ACHMMTLFPH6DU,0,0.1428571429,0.8571428571,1,0.75,7
A3QY52JWC79ZLB,0.0833333333,0,0.9166666667,0,11,12
A3LN1YQT9GADEL,0,0,1,0.5,0.6666666667,5
A2RN3GDPYLRG3H,0.1428571429,0.1428571429,0.7142857143,1.7777777778,0.1666666667,7
A31DF0E5AQYVBD,0,0,1,1,0.6666666667,5
A1X11N647HBIHC,0,0.2,0.8,0,1.5,5
A1LD5CE23OCJGI,0,0.1428571429,0.8571428571,2,0.1666666667,7
A3UTYA7G29S5QV,0,0,1,1,0.5,6
A2NSV1LIJRB27U,0.0666666667,0,0.9333333333,1.7,0.6666666667,15
A1718L78QHNDXV,0,0,1,0,1.5,5
A28Q5CQAOGNUM3,0.2631578947,0.2631578947,0.4736842105,4.4432773109,1.1111111111,19
A3JJZF0ETMG4WC,0,0,1,1,1.5,5
AR3D6FDZZ1D57,0,0,1,1.3,0.4285714286,10
A2PS2QWV4LW1XV,0.8333333333,0,0.1666666667,2.1666666667,2,6
ANJ7O8XZZYPDA,0.2,0,0.8,1,0.25,5
A1XDQW0OIRXU33,0,0,1,1,1.5,5
A3IV3JKXMLLOAY,0,0.125,0.875,1,0.3333333333,8
A39PEEQWG7EB2G,0.2,0.2,0.6,0.5,0.6666666667,5
A31KGHESBF1770,0.3333333333,0.1666666667,0.5,0,1,6
A1ZF318POEV9VT,0.1666666667,0,0.8333333333,1.6666666667,0.5,6
A2GX038640RE5W,0,0,1,0,5,6
A3HSBVGPQG910L,0.4,0,0.6,0.8,0.25,5
A1AJVEBU3Y8GB,0.375,0,0.625,6.15,0.1428571429,8
A3V2GWZRJAN912,0,0.2857142857,0.7142857143,1,0,7
A2INR6MR2TWAGE,0.6,0.2,0.2,0.6,0.25,5
A1THB35CXJAXZ7,0,0,1,0,4,5
A32Z8XBDUMPSLG,0,0.4,0.6,0,4,5
A3E0WL0TQ8XK05,0,0,1,1,0,5
A1OQBRA96NSUW9,0,0.4,0.6,1,0.6666666667,5
A2SA5RRR9HLAT,0.4,0.2,0.4,0,0,5
A39YK3YQGCW7WZ,0.2,0,0.8,1,0.25,5
A1YAGV0ZIU078H,0,0.1428571429,0.8571428571,0.5,0.4,7
A2MRE5U5QT8EOS,0,0,1,0,0.6666666667,5
A2QYRROS9VK890,0.1666666667,0.1666666667,0.6666666667,0,1,6
ADEGYRIVEFGJU,0.0909090909,0,0.9090909091,1,0.375,11
A3CYMO58TQM794,0,0.25,0.75,1,3,8
A1AOCAAUDW324U,0,0,1,0,0.2,6
A36PF6BSPHPNWZ,0,0.3333333333,0.6666666667,0.6666666667,1,6
A37Y20RYK2TP68,0,0,1,0,0.25,5
A27BPPNOCI2GT5,0,0.2857142857,0.7142857143,1,1.3333333333,7
A25N17M9D6F778,0.4,0,0.6,0,4,5
AWHJKMHP1K0TT,0,0.2,0.8,1.875,0.6666666667,5
A2OLUJE0027KXH,0.2,0.4,0.4,1.6666666667,4,5
A3LOOLMR5FOYSZ,0,0.1428571429,0.8571428571,2,0.75,7
A3O87GIXTQ3NRJ,0,0,1,0,0,5
A1PWWI1Z2JTN5U,0,0,1,2.5,0,7
A2ZW3EXBLMUNUW,0.6,0.2,0.2,2,0.25,5
ATR8JAMSL00H0,0.6666666667,0,0.3333333333,1.5,0,6
AK1L2W1TGO4DN,0,0,1,0.8571428571,0,7
A20NK9EQQJOMAV,0,0.2,0.8,1,0.25,5
A3RUPEHQ1DIXUW,0,0,1,2,0,6
A21TU2TDCOCDI,0.6,0.2,0.2,2.8888888889,0,5
A2J73HCGFRDN0J,0.2,0,0.8,2.5,0.6666666667,5
A3AXVFNLQSX8IK,0,0,1,0,2.5,7
A3IMVS1U3KP024,0,0,1,1,0.4,7
A2DXUW56P5Y2RL,0,0,1,2.2424242424,0.5,6
ALMBS1PLSBF6W,0,0.2,0.8,1,0.25,5
AT9NID2GD7PII,0.4,0,0.6,1,0.6666666667,5
A1N8H56ZVIL1DZ,0.4,0,0.6,0.6,0.25,5
A1MI4UQU7BE44B,0,0.2,0.8,0,0.6666666667,5
A3RZ3PXOHNYC8S,0.1666666667,0.3333333333,0.5,1.5,0,6
A3T82U7V2MJJ76,0,0.2,0.8,0,1.5,5
A2E1R0C3XXXD46,0,0.2,0.8,1,1.5,5
A2CGCFVV5117XA,0.1666666667,0,0.8333333333,0,2,6
ASWLJH2LRNL6H,0,0,1,1,1,6
A1NQWPG6HZQEGH,0.2,0,0.8,2.3333333333,0.25,5
A1G7OID0OSE3D1,0.2,0,0.8,0,0.25,5
A9LSSVTPZ19VC,0,0,1,1.6666666667,0.25,5
A3O5C56RTU17NR,0,0,1,1,0,6
A3LPQDFFAF1JBC,0.4,0.4,0.2,1.9189189189,0.6666666667,5
A3UMNO0WJS929H,0.1666666667,0,0.8333333333,1.9736842105,1,6
A279WCN3ZUDRQV,0,0,1,0,0.2,6
AGVH4L6G2COJ9,0,0.2,0.8,1,4,5
A3CK3PHE66FYIQ,0,0.2,0.8,0,0.6666666667,5
A1IA7HQA92OY2X,0,0,1,0.8333333333,0.25,5
A10NM8DYLHJUA3,0.2,0.4,0.4,0,1.5,5
A20V4VD8Z9CD1S,0,0.4,0.6,1,0.25,5
A3JZZEXUTRWVYP,0,0,1,1,1.5,5
A1OSPL2YOBTN0,0.2857142857,0.4285714286,0.2857142857,0,0.4,7
A3H38GDH8PFEPS,0.6,0,0.4,1,1.5,5
A1GPGBHBI6T2HJ,0,0,1,14.5513053467,0.0555555556,19
A36OFK7QXRDJCT,0,0.4,0.6,1,1.5,5
A10UC2T2HQNSIS,0,0.4,0.6,5.25,0.6666666667,10
A2IHXBZCWX3R6S,0,0.25,0.75,0.6666666667,3,8
AI00S9IUGAA0Z,0.375,0.125,0.5,2.3333333333,0,8
A1GTNUBL24FI7S,0.2,0.2,0.6,0,0,5
A1HVHVZS12UOZU,0.0833333333,0.4166666667,0.5,4.75,0.2,12
A27A9KE0RGUDB3,0,0,1,1,2,6
A3SBMTV0J72YM,0,0,1,1,0.6666666667,5
AUUQIXCA8CQDS,0,0,1,0,0,7
A2GQS16NHRJGPM,0.1428571429,0.2857142857,0.5714285714,1,0.1666666667,7
AQATRI1XBNBSB,0,0.2857142857,0.7142857143,2,0.75,7
A3G8L02NTOA3I2,0.2,0,0.8,2.9761904762,0,5
A2SGZTPTETK9TA,0.1428571429,0,0.8571428571,1,0.1666666667,7
A2DVI9IJSG1D2G,0,0.2,0.8,1.3333333333,0,5
A152EIZRBTYSA5,0,0,1,2.8333333333,1,6
A309N2CKFQKOWL,0,0,1,1,1.5,5
A2PXB1OELQWTWG,0.6,0.2,0.2,0,4,5
AWACKZABP81HE,0.1666666667,0,0.8333333333,0.6666666667,0.5,6
A2ALUVGJ3WMWW4,0,0.4,0.6,0,0.6666666667,5
A2B4C8LSO2BH6D,0.125,0,0.875,0,1,8
A30K3K0QNZ3964,0.1428571429,0.4285714286,0.4285714286,0.9166666667,0.75,7
A5SJUE5WZZDYI,0,0,1,1,2.5,7
A3BCI5WP2M9BC5,0.2,0,0.8,0,0.6666666667,5
AF4GW7KY1C3ZI,0.3333333333,0,0.6666666667,0,0.5,6
A2D66KSHQQHOSD,0.25,0.5,0.25,1,0,8
AYPF6JQJT2TCI,0.1428571429,0,0.8571428571,0,0.75,7
AQALDG6NTHULP,0.2,0,0.8,0,0.6666666667,5
A2WY0FR0XH5WEP,0.1666666667,0.3333333333,0.5,1,0,6
A2O49FV4B65TO,0,0,1,0,1.3333333333,7
A4U52LOW1O7Q7,0.4,0,0.6,2.2083333333,0,5
A2O96COBMVY9C4,0,0,1,3.4045566503,0.1666666667,7
ACMD4QO8G9PX4,0,0,1,2,1,6
A1FY8USNNBQ9Z4,0.8,0,0.2,1.6666666667,0.25,5
A1Q860RFDYAUVJ,0,0.1666666667,0.8333333333,4.5,1,6
AGA84QB4J11YH,0,0.125,0.875,2,0.6,8
A2IW0326MP3ZZZ,0,0.2,0.8,0,0.6666666667,10
A1HG99OHY1R3HY,0,0,1,2,1.5,5
A12XU0XOX20S86,0,0,1,2,0.25,5
AEM8S51UEIVMO,0.1666666667,0.1666666667,0.6666666667,0,0,6
A24XWBHGVCN6DC,0,0,1,1,0.25,5
A1MLYZY7BTNJOO,0,0,1,0,1.5,5
A346IFJRPKJOI9,0.2,0.2,0.6,1,0,5
A3F5X129QVON95,0.2,0.6,0.2,1,4,5
A3JHEV34P365Y4,0.1111111111,0.1111111111,0.7777777778,0.75,0.8,9
A2K6DYIRKAT4SM,0,0.2,0.8,1,0.25,5
A2000T663OJLEA,0.4,0.4,0.2,0,4,5
A2TEJMBABE42EB,0,0.3333333333,0.6666666667,0,0.2,6
A3PIY5MFFA8JYT,0.2,0.2,0.6,2,4,5
A2O8OPXVEE1JR5,0.2,0.1,0.7,1.75,0.25,10
A1LJZP3ET1Z03,0,0,1,0,1,6
A1VI7ER51MWAL9,0,0.1428571429,0.8571428571,2.7894736842,0.75,7
A3HE55CWV6VHA6,0,0.3333333333,0.6666666667,0,1,6
A2TP362JXCM57J,0.1428571429,0,0.8571428571,2.1794871795,0.1666666667,7
A6ETKC7LBYZ4P,0.2,0.2,0.6,1,1.5,5
AEZQHE1WADULL,0,0.1666666667,0.8333333333,1.5,1,6
A7WCNTB9YJ523,0,0,1,2,0.25,5
A36BV6VSBVRI2C,0,0.1666666667,0.8333333333,1,0.2,6
A2JEIY0NEJSR53,0.6,0,0.4,0,0,5
A38BJX1IAAOTD5,0,0.5,0.5,1,1.6666666667,8
A2SU9VI3J1EGCB,0.2,0.2,0.6,0,0.25,5
A34JS35BQH5QWU,0,0,1,1.5,1.5,5
AJQDIT55SZ3ZX,0,0.1666666667,0.8333333333,0.875,0,6
A2ODTGD5SN305W,0,0,1,2,0.5,6
A3GVD3O9QG6I0V,0.2,0,0.8,0.3333333333,0,5
A1JVFV1VAA08X,0.1428571429,0.1428571429,0.7142857143,1,0.75,7
A2ZDZ178Q4JOGO,0,0.2,0.8,1,0.25,5
A2CH54EFHK2JJ3,0,0,1,0,1.5,5
A14VGM9MAA7HDF,0.2,0,0.8,2,1.5,5
AHC0SXCUU8HMC,0,0,1,0,0.1428571429,8
A2950O69BTKAA1,0.2,0.2,0.6,0.25,1.5,5
A370QNNM7I8RTD,0,0.1428571429,0.8571428571,2.3333333333,0.4,7
A2Z5CJRQA1IZHJ,0,0,1,1.8888888889,0.25,5
A2U12AIUFEP7CA,0,0,1,0,1.5,5
ASAOA4G2L8BB6,0,0,1,0,4,5
A39YSSBZN23P7D,0,0,1,1,4,5
A2R0VMMX0QFTJ6,0.2857142857,0,0.7142857143,0,1.3333333333,7
A3C2LY6OGXARUD,0.1111111111,0,0.8888888889,2,1.25,9
A1A5RLS9T0TIWB,0,0,1,0,0.25,5
AEDCR7TTWGT0K,0.2,0.2,0.6,2,4,5
A2CH7D7568YXJF,0.2,0,0.8,1.5,0,5
A28K9HFIVM2OK4,0.1666666667,0,0.8333333333,1,0.5,6
A11DSY0LTIBIVI,0.2,0.2,0.6,0,0.25,5
A1AAKBXG5EWHC7,0.6,0,0.4,1.3333333333,0.25,5
A1MKGJXXFASYGU,0,0,1,0,0.25,5
AGKMTF5QLEH2F,0,0,1,0,0.25,5
AFTB3Z0OGF12I,0.1666666667,0,0.8333333333,3,0,6
A3MS3KZWY4VS3F,0.6,0,0.4,1,0,5
ATYUQROTHLNYV,0,0,1,2.75,0,6
A24T9N8IITK3S8,0.2,0.1,0.7,0,0.6666666667,10
A654LVO5C6T7T,0,0.2,0.8,0,0.6666666667,5
A2JEU1ZWH11BRI,0,0,1,0,0.6666666667,5
A1VY8QF5K5B0VA,0,0,1,3,0,5
A3EOVXI1VZIHUQ,0.0625,0.25,0.6875,7.1458333333,0.0666666667,16
A2UYXIL6S3SL6R,0.2,0,0.8,1.4,0.6666666667,5
A3U1PKVEOM602J,1,0,0,1,1,6
A2CSUBM1565NGH,0,0,1,3.5,0.1666666667,14
A7VIRVMJ0WBYG,0.4,0,0.6,1,1.5,5
A2XBIJA8S5HOR2,0.2,0,0.8,1.875,0.25,5
A3Q7HJLMASD6PS,0,0,1,0,0.25,5
A1EA7H2LB9Z896,0,0,1,1,0,5
A1JE8OW5ERUAGQ,0,0.2,0.8,1,0.6666666667,5
A3JWD0WQ3VEZEX,0,0,1,3.9130434783,0.2,6
A28B2D1FGOYUXR,0.2,0.2,0.6,0,0.6666666667,5
ACLDFHTZC4FNW,0,0,1,0,4.5,11
AVJVJOAFMKMFD,0.1428571429,0.1428571429,0.7142857143,3.0797101449,0.1666666667,7
A1N50A9TCGTTLZ,0,0.4166666667,0.5833333333,0,1,12
A1LUAK4FXTCIOE,0,0,1,1,0.25,5
A1ILNS5RWCUIVD,0,0.4,0.6,0.5,0.6666666667,5
A1L47O87UBDIWZ,0.25,0,0.75,0,0.6,8
A3S5SMJPAL17BC,0,0.3333333333,0.6666666667,0,0.2,6
A39V0A2GJIZMHD,0.1666666667,0.1666666667,0.6666666667,2,0.5,6
A95LQYS40GYP1,0.3333333333,0,0.6666666667,3.5757575758,0.5,6
A2R0C4QODGNMXG,0.3,0.2,0.5,1.375,2.3333333333,10
A1RTB5TP7QDSXN,0.4,0.4,0.2,2,0.25,5
AXVA5EH0WDTYG,0.2,0,0.8,1,0.6666666667,5
A2COBKZZN2AYPT,0.2857142857,0,0.7142857143,1,0,7
A8BZOX099MXQY,0,0.2222222222,0.7777777778,0,2,9
A2GCUM04Q1HRFJ,0.1,0.2,0.7,1,1,10
AQC61R4UST7UH,0,0.2,0.8,0,1.5,5
A3IUQW9P6CBY5T,0,0,1,0,2.5,7
A2E6P8E66HNRRC,0.2,0,0.8,4,0.25,5
A23Q0BEATFVEZU,0.2,0,0.8,0,1.5,5
AJU6XXW8H6NRG,0,0.2,0.8,1,0,5
AD6QAEWSK4PDE,0,0,1,3.6021505376,0.1666666667,7
A2G27FZGNCI9UX,0,0,1,0,0.6666666667,5
AV9CQB4PI6PXG,0,0,1,0,1,8
AP5LXBV3T0JR7,0.4,0,0.6,1.5555555556,0.25,5
A2TEXUKTG99Y3I,0,0.2,0.8,1,1.5,5
A2NH57ATQSI582,0.2,0,0.8,0,0.25,5
A2UF0E6N27WJYB,0.4,0,0.6,0,4,5
A276OI0NHBYORX,0,0,1,2.1,0,5
A2ND15YU1I0OUS,0.2,0,0.8,0,1.5,5
A3TKVOXQTIYVYU,0.2,0.2,0.6,1,1.5,5
AD20KMDUDP5EF,0,0,1,0,5.5,13
A2SYASRE2DC4GD,0,0,1,2,0.5,6
A1K5HT39YKZAHH,0.2,0.2,0.6,1,0.25,5
A1P75TOD1EDFAZ,0.1428571429,0,0.8571428571,2,0.4,7
A32S8K19PJA8GE,0.2,0.2,0.6,3.3324324324,0.25,5
A1SYQKHCRL2P7T,0.2,0,0.8,2,1.5,5
A3306Z2FLVVC5W,0,0.1666666667,0.8333333333,1.8571428571,0,6
A2S2EVKR6JTLEO,0,0.2,0.8,0,4,5
A6G1WK6XOC2NL,0.1428571429,0.1428571429,0.7142857143,0,6,7
A3E4H05JS9IUFI,0,0.2307692308,0.7692307692,2.6666666667,0.8571428571,13
AAT35XAOGF724,0.3333333333,0,0.6666666667,0,0.2,6
A13PT03EWR07XM,0.2,0,0.8,1.9310344828,0,5
A2R10G92N5JFFU,0,0,1,0.9545454545,0.3333333333,8
ACSM2P5VE6KD7,0,0,1,0,0.6,8
A1TBTWBDF21NMP,0,0.1428571429,0.8571428571,0,2.5,7
A30MA5I5N0ZV52,0.2,0.2,0.6,0.5,0.6666666667,5
AESCX70K8GCSX,0.2,0,0.8,0.3333333333,0.6666666667,5
A2YOXP96ZI6L1T,0,0,1,1,2,6
A2B1N49RIAN85Z,0,0,1,0.5,4,5
AKV2OTXZ7V1WN,0,0.1428571429,0.8571428571,2,2.5,7
A2CS1ECB4GBSA8,0,0,1,4.8,0.4,14
A3IYC9UFI5LOVX,0,0,1,0.9166666667,0,5
A3GSYEL2O5A65,0,0,1,0,1,6
A3BGO476J7XGPB,0.1428571429,0.2857142857,0.5714285714,2.125,0.1666666667,7
A1GWHIAN7MOLAD,0,0.4,0.6,1,1.5,5
A1GJC2H1T87KB0,0.1428571429,0,0.8571428571,2.6666666667,0.4,7
A3KAKFHY9DAC8A,0,0,1,2,0.6666666667,5
A1P1YAAVG97DK3,0.3333333333,0,0.6666666667,1,0,6
ANHL7BB84WJMF,0,0.2,0.8,1,0.25,5
A1DLXO4Y5TOSXJ,0.2222222222,0.2222222222,0.5555555556,2,0.8,9
A1PXYO6FRP6E5U,0,0.2,0.8,2.9418604651,0,5
A39OLM0L2VMN44,0,0,1,0.7142857143,0.5,6
A1I9T4B94KCT2M,0,0,1,1,1,6
A3984G9B5FXH64,0,0,1,0,0.25,5
A2AOF16F78BQK6,0.2222222222,0.1111111111,0.6666666667,0,3.5,9
A2QGVBR7AUJ6JM,0.6,0,0.4,0,0.25,5
A2TYOD3FKGRPB1,0,0.1428571429,0.8571428571,0,6,7
A2C9TQ2P6J6H2Z,0.2,0.2,0.6,0,0.6666666667,5
A1V85KB396JF3D,0,0,1,2.1666666667,2.5,7
A319CWA642YF6W,0,0.2,0.8,0,0.6666666667,5
A2Z93MCK9VL8PM,0.2,0.2,0.6,0.8,0.25,5
AKL08WKBR1OBR,0,0,1,4,0.25,5
A11OTLEDSW8ZXD,0.05,0.2,0.75,6.0126811594,0,20
A10GOQ7LDWBGY8,0,0.1666666667,0.8333333333,1,1,6
ATWM509SVUWZS,0.2,0.4,0.4,1,0,5
A3M6SPC4RZVYC8,0,0,1,1,0.25,5
A3N5LUZ1W6JZZT,0,0.375,0.625,2.6666666667,0.3333333333,8
AHGGSY182427,0.2,0,0.8,0.8,0.25,5
A16FO89DH7NU0K,0,0,1,1,0.25,5
A2PDQ4GEZ4STQ7,0,0.1,0.9,0,1.5,10
A2P1JXBKI22VVK,0.5,0.125,0.375,3.2041666667,0,8
A31PHD9ZDOIMWA,0.5,0,0.5,0,0.6,8
A1WIMS8Z1EKWPO,0,0.2,0.8,0,0.25,5
A2YNF8D4ADUPD9,0.4545454545,0.0909090909,0.4545454545,5.6458333333,0.2222222222,11
A366EEYIQBU9I5,0.125,0.375,0.5,1.5,0,8
A2MIXL23447QDH,0.2,0.4,0.4,0.6666666667,0.25,5
A1O3ICOZGN55CY,0.2,0,0.8,1,0.25,5
A2L0H7OVC4A6PO,0,0.6,0.4,1.7142857143,4,5
A2KN2DNX2ETNM7,0,0,1,2.1666666667,0.1666666667,7
A1S2M6SA4OAUNK,0.2222222222,0.2222222222,0.5555555556,4.913568167,0.2857142857,9
A3MFORLOKIOEQY,0.1111111111,0.0555555556,0.8333333333,8.6078431373,0,18
A3UBTF81J52N2F,0,0,1,2.2666666667,0.2,12
A18DRS5D8L2WCG,0,0.3636363636,0.6363636364,1,0.8333333333,11
A37FFWZUGO8L7W,0,0,1,3,0,5
A2YZVO7HB60BO3,0.1428571429,0.1428571429,0.7142857143,2,0,7
A3JM4RKD8GVVLZ,0,0,1,0,0.25,5
A1E4RMHGMDEMKZ,0.1666666667,0,0.8333333333,1,1,6
A2G563AC1HME2R,0.1379310345,0.0689655172,0.7931034483,15.0593434343,0.6111111111,29
A1CNN04KZJOCHT,0.2,0,0.8,0.1666666667,0.25,5
A76IQXHFVNTPI,0,0,1,3.6071428571,0.7142857143,12
A268GUR9EKM1HK,0,0,1,2,0.75,7
A1B9IAUNER0CHW,0.2,0,0.8,0,4,5
AIG7570BJNGOV,0.7,0,0.3,0.5,1,10
ASKZO80Z1RKTR,0.0769230769,0.0769230769,0.8461538462,12,0,13
ADSROQOYIG7E4,0.1666666667,0,0.8333333333,0,0.2,6
A1YEZLIEUORSBO,0.125,0,0.875,3,0.1428571429,8
A32QWD5DEY4LDU,0.1666666667,0.1666666667,0.6666666667,1,0,6
A3NV9BJPA3FJYB,0.1428571429,0.1428571429,0.7142857143,1.5714285714,0,7
A3H442UOIVXYO3,0,0.1428571429,0.8571428571,3,0.4,7
ATWXM6IL9UO5B,0,0,1,1,1.5,5
A3B3V5WLG4SKSH,0,0.2857142857,0.7142857143,0,0.4,7
AQSXM3OU4RPTX,0.125,0.125,0.75,2,0.1428571429,8
A2O5M5320WM3UN,0.2,0,0.8,2,1.5,5
A32ZCU91F3KMX7,0.2,0.2,0.6,0,4,5
A1PUXO9L50KXF5,0.1666666667,0,0.8333333333,0.9230769231,0.5,6
A1I31VN2I79YHF,0,0,1,0,4,5
A2MAR5RRPZ52FT,0.25,0.125,0.625,1,3,8
A1P5DZRRWEZ6VB,0,0,1,0,1.5,5
A2P9ZDD9NB1QX4,0,0,1,0,4,5
A19TU26S131O5M,0,0,1,0.5,0.2,6
A2O62K0ND0D2X4,0.3333333333,0.1666666667,0.5,0,1,6
A2YNR140WFUCFM,0,0.2,0.8,0.5,0,5
A1J4XYGBTCYFSD,0,0,1,0,0.25,5
AA6VPKCZGOZA8,0.1666666667,0.1666666667,0.6666666667,0.5,0.5,6
A1KG6HFO8D0W3Q,0.125,0.125,0.75,1.5,0.3333333333,8
A2HE7OSTO1N4WZ,0.1666666667,0.1666666667,0.6666666667,2,2,6
A1S9IW3JQFRW1M,0,0,1,0.875,4,5
A19A42UKTU2WWP,0,0.125,0.875,3,0.1428571429,8
A10276293VA68AYD25VIZ,0.2,0,0.8,0,0.25,5
AN1I2UOV8CZ6L,0.2,0.2,0.6,0.5,0,5
A2RJRGV4TBJ4YA,0,0,1,3,0,6
AOF4472T6UKBO,0,0,1,1.6666666667,0.2,6
A36729ALFEZZYW,0.2,0.2,0.6,0.7142857143,1.5,5
AZK3CC31Q63L4,0,0,1,0.75,0.25,5
A1PCLWPIUZ8TF5,0,0,1,0,1.6666666667,8
A5YUVYUQHX6JN,0,0,1,0.3333333333,0.6666666667,5
A3CFH7IL0GL187,0,0,1,0.5,1,6
AV4OWP0BPLKLT,0,0.2,0.8,0,1.5,5
A27OMQ5SPBSAHT,0.1428571429,0.2857142857,0.5714285714,0.75,0.1666666667,7
A15YLUXMENNKJG,0.4,0,0.6,3,0.25,5
A1A9Q3Y9TNJITY,0.1666666667,0,0.8333333333,0,1,6
A1SKMND75LYQOA,0,0,1,1,2.5,7
AZ5BRKJPVUO6D,0.1666666667,0,0.8333333333,3,1,6
A2DVEC2ZJWBZ9J,0.4,0.4,0.2,0.5,1.5,5
A110G2E0P3Y7KB,0,0,1,2.5,0,6
A16LP5R5VPRK1E,0.2,0.4,0.4,0,4,5
A28A4UJ9P4EH6M,0.2,0.2,0.6,0,0.25,5
A1DQ2F3401X2UR,0,0.2857142857,0.7142857143,1.5,0.4,7
A1QC2R3M8BBRGO,0.2,0,0.8,1,0,5
ALNFHVS3SC4FV,0.4545454545,0,0.5454545455,3,0.8333333333,11
A3T65F1NI9FVLC,0.1666666667,0.1666666667,0.6666666667,0,0,6
A3TZY68OFT1VHL,0,0,1,0,0.6666666667,5
A311P2OBNO5JWF,0.2,0,0.8,0,0,5
A1129CFSELPD3W,0.6,0,0.4,1,4,5
A27PZYF0Z0P3Y2,0,0,1,1.3333333333,0.6666666667,5
A1I8S336T309OS,0.1818181818,0.1818181818,0.6363636364,1,1.75,11
AFM65NU0UXIGP,0.0714285714,0,0.9285714286,6.5966324308,0.2727272727,14
AV10H5K6VPQIJ,0.0416666667,0.0416666667,0.9166666667,2,3.8,24
A19U71XBN7NRU2,0,0,1,1,4,5
A3N4HVZKE14PY7,0.2857142857,0.1428571429,0.5714285714,1,6,7
A2V27O8CS83GHG,0.0909090909,0,0.9090909091,2,2.6666666667,11
A10CNPZV0QVDSH,0,0.2,0.8,2,1.5,5
A16KJTXOQJCXW3,0,0,1,0,4,5
A3UHEIOM1EUU2,0.125,0.125,0.75,1,0,8
A1ZFMQF1ZZ4RC,0,0,1,0,0,5
A1NO8K8J9OVOG6,0,0,1,0,0.6666666667,5
AZ8KYWVP2JUWM,0.2,0.2,0.6,0,4,5
ANJ0KFZEJHL1C,0,0.1428571429,0.8571428571,2,0.4,7
A1U806II6HBKZE,0.3333333333,0.1666666667,0.5,1,0.2,6
A2S2MEW5C77BFQ,0.3333333333,0.1666666667,0.5,0.6666666667,2,6
A1HSRNOMD6R9PY,0.2,0,0.8,0,4,5
A2QGO5B5LJV079,0.4,0,0.6,0.5714285714,0.6666666667,5
